PM2.5,PM10,CO,NO2,SO2,O3,风速,压强,降水量,温度,湿度,时间
-38,-116,1.148,-62,44,-88,0.1,1020.6,126.7,9,93,2018/11/27 23:56
-43,-119,1.146,-83,38,-78,0.2,1020.5,126.7,9,95,2018/11/28 0:57
-34,-133,0.856,-77,36,-80,0.2,1020.3,126.7,8,98,2018/11/28 2:02
-30,-117,0.912,-72,33,-72,0.1,1019.9,126.7,8,98,2018/11/28 2:59
-48,-148,0.814,-81,31,-77,0.2,1019.8,126.7,8,99,2018/11/28 3:57
-62,-187,1.014,-75,31,-73,0.1,1019.6,126.7,7,99,2018/11/28 4:59
-53,-182,1.044,-67,36,-70,0.1,1019.7,126.7,7,100,2018/11/28 6:02
-71,-205,1.336,-76,56,-76,0.4,1020,126.7,8,100,2018/11/28 7:02
-65,-180,1.509,-49,64,-93,1,1021,126.7,8,99,2018/11/28 8:00
-92,-250,1.515,-71,70,-101,1.4,1021.3,126.7,9,100,2018/11/28 9:00
-64,-188,1.186,-50,63,-99,0.6,1021.8,126.7,9,92,2018/11/28 9:56
-13,-125,1.215,-51,75,-104,1.8,1021.1,126.7,11,81,2018/11/28 11:00
-35,-128,1.13,-65,71,-101,1.2,1020.4,126.7,14,71,2018/11/28 11:55
-9,-44,1.397,-52,97,-97,0.1,1019.8,126.7,12,76,2018/11/28 17:57
20,-11,1.455,-35,91,-86,0.2,1020.6,126.7,11,83,2018/11/28 19:00
15,-66,1.512,-71,85,-87,0.3,1021.2,126.7,11,84,2018/11/28 19:55
0,-83,1.401,-36,83,-91,0.2,1021.4,126.7,10,88,2018/11/28 20:55
4,-96,1.37,-63,77,-101,0.3,1021.1,126.7,10,89,2018/11/28 21:55
0,-104,1.442,-35,68,-89,0.4,1021,126.7,9,92,2018/11/28 22:55
-27,-169,1.12,-62,68,-100,0.4,1020.9,126.7,9,90,2018/11/28 23:55
-21,-157,1.522,-42,57,-96,0.3,1020.6,126.7,9,92,2018/11/29 0:55
-38,-196,1.098,-57,48,-85,0.1,1021,126.7,9,96,2018/11/29 1:55
-41,-173,1.246,-72,32,-81,0.2,1020.9,126.7,8,98,2018/11/29 2:55
-61,-184,1.131,-76,28,-72,0.2,1020.9,126.7,8,98,2018/11/29 3:56
-26,-150,0.634,-77,29,-72,0.3,1021.2,126.7,8,99,2018/11/29 4:56
-46,-124,0.888,-78,35,-74,0.1,1021.3,126.7,7,99,2018/11/29 5:55
-39,-158,1.051,-37,47,-82,0.3,1022.2,126.7,8,99,2018/11/29 6:59
-45,-147,0.866,-85,59,-89,0.7,1022.8,126.7,10,89,2018/11/29 7:59
-4,-100,0.592,-48,57,-90,0.5,1023.7,126.7,13,75,2018/11/29 8:55
6,-117,0.631,-50,60,-93,0.7,1023.7,126.7,14,68,2018/11/29 9:55
6,-89,0.944,-44,90,-103,0.2,1023.7,126.7,17,59,2018/11/29 10:55
19,0,0.329,-61,24,18,0.4,1021.4,126.7,20,43,2018/11/29 13:55
8,20,1.08,-49,80,-15,0.5,1021.1,126.7,20,43,2018/11/29 14:55
-82,-172,1.386,-17,125,-54,0.3,1021.7,126.7,18,58,2018/11/29 15:55
8,-75,1.301,-45,97,-143,0.3,1022.1,126.7,15,73,2018/11/29 16:55
-31,-138,1.394,-47,82,-116,0.5,1022.7,126.7,13,80,2018/11/29 17:55
-11,-153,1.256,-40,70,-108,0.6,1023.1,126.7,12,86,2018/11/29 18:55
-11,-165,1.202,-36,56,-93,0.2,1023,126.7,10,91,2018/11/29 19:55
-11,-135,1.121,-55,44,-82,0.7,1023.2,126.7,10,95,2018/11/29 20:55
7,-90,1.125,-87,47,-80,0.7,1023.6,126.7,10,93,2018/11/29 21:55
7,-97,1.084,-88,40,-77,0.3,1023.5,126.7,10,93,2018/11/29 22:55
6,-123,1.12,-86,38,-75,0.7,1023.5,126.7,10,93,2018/11/29 23:55
14,-104,1.238,-84,50,-78,0.3,1023.1,126.7,10,92,2018/11/30 0:55
22,-115,1.174,-88,46,-79,0.1,1023,126.7,9,94,2018/11/30 1:55
15,-97,1.179,-83,43,-78,0.1,1022.9,126.7,9,94,2018/11/30 2:55
11,-91,1.066,-81,30,-67,0.1,1022.6,126.7,9,95,2018/11/30 3:55
11,-97,1.191,-63,28,-66,0.7,1022,126.7,9,94,2018/11/30 4:55
14,-110,1.166,-68,36,-70,0.2,1022.1,126.7,9,93,2018/11/30 5:55
26,-92,1.242,-76,38,-76,0.2,1022.6,126.7,9,93,2018/11/30 6:55
32,-87,1.229,-78,30,-72,0.5,1022.9,126.7,10,93,2018/11/30 7:55
31,-104,1.276,-73,29,-69,0.5,1023.3,126.7,10,90,2018/11/30 8:55
32,-68,1.134,-70,25,-62,1.3,1023.3,126.7,11,87,2018/11/30 9:55
42,-69,1.092,-66,27,-51,0.8,1022.6,126.7,13,79,2018/11/30 10:55
36,-77,1.15,-63,25,-39,0.7,1021.5,126.7,15,73,2018/11/30 11:55
27,-67,1.136,-65,28,26,1.1,1020.5,126.7,16,67,2018/11/30 12:55
32,-65,1.165,-63,30,31,0.6,1019.9,126.7,16,68,2018/11/30 13:55
34,-59,1.318,-65,42,18,1,1019.4,126.7,16,70,2018/11/30 14:55
26,-58,1.166,-80,51,-36,0.4,1019.4,126.7,15,74,2018/11/30 15:55
30,-96,1.482,-32,78,-96,0.4,1019.5,126.7,14,78,2018/11/30 16:55
40,-90,1.706,-72,92,-117,0.4,1019.4,126.7,13,83,2018/11/30 17:55
44,-80,1.436,-33,98,-101,0.3,1019.5,126.7,13,88,2018/11/30 18:55
9,-97,1.744,-35,95,-113,0.1,1019.8,126.7,12,91,2018/11/30 19:55
8,-37,0.259,-67,15,-51,1.4,1019.5,126.7,15,84,2018/12/1 11:55
10,-6,0.293,-54,18,-46,0.2,1018.7,126.7,16,81,2018/12/1 12:55
1,-13,0.194,-57,30,-55,0.8,1018.1,126.7,17,78,2018/12/1 13:55
0,4,0.402,-92,53,-89,0.3,1017.4,126.7,16,81,2018/12/1 15:55
7,22,0.581,-35,66,-101,0.4,1017.8,126.7,15,85,2018/12/1 16:55
-1,-14,0.6,-41,64,-98,0.7,1018.7,126.7,14,91,2018/12/1 17:55
-15,-57,0.646,-60,55,-92,0.4,1018.6,126.7,13,95,2018/12/1 20:01
-27,-149,0.573,-72,42,-83,0.5,1014.5,126.7,12,99,2018/12/2 4:04
-36,-116,0.606,-82,39,-86,0.3,1013.1,128,14,95,2018/12/2 17:55
-31,-103,0.598,-44,36,-83,1,1013.2,128,14,96,2018/12/2 18:55
-42,-110,0.5,-83,35,-83,0.9,1013.7,128,14,96,2018/12/2 19:55
-34,-108,0.553,-86,36,-85,0.8,1014.1,128,14,95,2018/12/2 20:56
-31,-115,0.75,-78,36,-80,0.3,1014.4,128,14,96,2018/12/2 21:55
-31,-108,0.713,-82,33,-81,0.4,1014.5,128,14,96,2018/12/2 22:55
-29,-105,0.793,-76,36,-80,0.3,1014.3,128,14,96,2018/12/2 23:55
-39,-108,0.653,-82,34,-83,0.2,1014.5,128,14,96,2018/12/3 0:55
-41,-139,0.674,-81,32,-85,0.4,1014.7,129.4,14,97,2018/12/3 1:55
-37,-135,0.748,-60,21,-71,0.3,1014.1,131.5,14,98,2018/12/3 4:55
-23,-116,0.745,-65,22,-76,0.1,1014.8,131.5,14,98,2018/12/3 5:55
-18,-141,0.888,-28,26,-89,0.5,1015.4,131.5,15,95,2018/12/3 8:55
-8,-121,1.008,-81,29,-83,1.5,1015.5,131.6,15,95,2018/12/3 9:55
-12,-124,0.843,-77,29,-82,0.4,1015.5,131.6,15,94,2018/12/3 10:55
2,-124,0.741,-72,25,-77,0.6,1014.9,131.6,15,93,2018/12/3 11:55
5,-103,0.588,-66,20,-69,0.5,1014.4,131.6,15,93,2018/12/3 12:55
-5,-116,0.408,-66,23,-67,0.5,1013,131.6,14,94,2018/12/3 14:55
-16,-112,0.504,-66,27,-75,0.6,1013.1,131.6,15,93,2018/12/3 15:55
-17,-120,0.529,-70,30,-73,0.3,1013.3,133.8,14,98,2018/12/3 16:55
-19,-139,0.655,-78,33,-79,0.2,1013.7,133.8,14,99,2018/12/3 17:55
-36,-133,0.54,-75,32,-82,0.2,1013.8,134.3,14,99,2018/12/3 18:55
-17,-107,0.536,-75,25,-80,0.3,1014.2,134.7,14,100,2018/12/3 19:55
-36,-120,0.507,-69,19,-78,0.8,1014.2,135.2,14,100,2018/12/3 20:55
-31,-78,0.577,-65,19,-77,0.6,1014.4,141,14,100,2018/12/3 21:55
-36,-66,0.543,-61,13,-77,0.6,1015.4,153,13,100,2018/12/3 22:55
-14,-62,0.59,-57,14,-71,0.3,1015.5,155.1,13,100,2018/12/3 23:55
0,-51,1.211,-58,20,-75,0.7,1016,155.1,13,99,2018/12/4 0:55
-20,-50,1.023,-69,14,-77,0.6,1016.3,155.1,12,96,2018/12/4 1:55
-20,-51,0.843,-58,12,-70,1,1017.6,155.1,11,95,2018/12/4 2:55
-18,-48,0.332,-46,3,-57,1.8,1018.7,155.1,10,96,2018/12/4 3:55
-25,-62,0.274,-36,5,-55,0.4,1019.3,155.1,10,96,2018/12/4 4:55
-31,-65,0.274,-51,13,-56,0.3,1022.3,157.1,9,98,2018/12/4 7:55
-16,-72,0.229,-58,12,-58,3.4,1023.4,157.1,9,96,2018/12/4 8:55
-15,-58,0.168,-42,8,-48,1.4,1024,157.1,9,94,2018/12/4 9:56
11,0,0.203,-37,12,-17,5.6,1023.8,157.1,9,84,2018/12/4 10:55
0,-20,0.144,-46,7,-47,0.6,1023.4,157.1,9,89,2018/12/4 11:55
9,-4,0.132,-45,9,-50,1.3,1023.4,157.1,9,82,2018/12/4 12:55
-2,-11,0.054,-44,10,-45,1.8,1022.9,157.1,9,84,2018/12/4 13:59
-7,-6,0.031,-51,16,-57,0.3,1022.8,157.4,8,85,2018/12/4 14:55
-2,-2,0.051,-59,19,-62,0.5,1023.8,157.5,9,84,2018/12/4 15:59
-10,-6,-0.037,-63,16,-59,1,1024.4,157.5,9,82,2018/12/4 17:02
-10,-4,0.039,-54,13,-52,1.8,1025,158.2,8,84,2018/12/4 17:57
-21,-30,-0.002,-50,12,-50,0.6,1025.9,158.2,9,80,2018/12/4 18:56
-8,-6,0.007,-40,7,-14,1.1,1026,158.3,9,78,2018/12/4 20:02
-14,-18,0.094,-49,7,-46,0.3,1026.5,158.3,9,80,2018/12/4 20:55
0,2,0.029,-40,6,-34,0.4,1026.7,158.3,9,77,2018/12/4 21:58
8,21,-0.028,-43,5,-36,0.4,1026.2,158.3,8,77,2018/12/4 22:58
-5,18,-0.052,-41,3,-43,0.8,1025.8,158.3,8,77,2018/12/4 23:59
4,37,0.071,-37,2,0,1,1026,158.3,8,74,2018/12/5 1:00
1,31,-0.067,-34,-1,5,0.7,1026,158.3,8,73,2018/12/5 2:00
3,39,-0.073,-33,0,4,1.2,1025.3,158.3,8,73,2018/12/5 2:59
7,52,-0.059,-35,1,3,0.4,1024.7,158.3,8,75,2018/12/5 3:58
-6,40,-0.041,-39,4,-38,0.7,1024.6,158.3,8,75,2018/12/5 5:00
-2,34,-0.002,-42,9,-46,1.5,1024.4,158.3,8,76,2018/12/5 6:04
-2,41,0.034,-51,12,-48,0.4,1024.9,158.3,8,76,2018/12/5 6:55
9,55,0.024,-47,12,-45,0.2,1024.8,158.3,9,75,2018/12/5 7:57
1,44,-0.022,-46,5,-38,0.9,1024.4,158.3,9,72,2018/12/5 8:59
7,59,0.002,-40,4,4,1.1,1023.3,158.4,11,63,2018/12/5 9:56
4,43,0.07,-37,6,2,1.4,1022.9,158.4,9,69,2018/12/5 10:56
4,30,0.086,-39,9,2,1.3,1021.8,158.4,10,68,2018/12/5 11:58
-2,33,0.117,-48,12,-21,1.3,1021.2,158.4,10,69,2018/12/5 12:56
-2,29,0.091,-51,17,-51,0.6,1020.2,158.4,10,70,2018/12/5 13:57
-5,16,0.017,-61,14,-52,1.8,1018.2,158.4,10,71,2018/12/5 14:56
-14,10,0.185,-59,21,-56,0.6,1017.8,158.4,10,74,2018/12/5 16:01
-15,-6,0.158,-72,29,-66,0.7,1017.5,158.9,9,82,2018/12/5 16:55
-8,-7,0.195,-83,32,-77,1,1017.8,160.4,9,90,2018/12/5 17:55
-12,-40,0.128,-80,28,-71,1.8,1018.2,167.3,8,95,2018/12/5 18:55
-22,-64,0.066,-73,20,-63,1,1018.4,171.6,8,96,2018/12/5 19:55
-21,-60,0.005,-59,10,-53,1.3,1018.5,174.7,8,97,2018/12/5 20:55
-26,-51,-0.021,-51,1,-35,1.7,1019.4,178.9,8,97,2018/12/5 21:55
-13,-31,-0.053,-42,-1,11,5.4,1019.8,181.8,8,96,2018/12/5 22:55
-8,-33,-0.088,-38,-6,16,1.9,1020,182.3,8,96,2018/12/5 23:55
-8,-23,0.006,-34,-4,7,0.6,1019.6,183.3,7,95,2018/12/6 0:57
-19,-30,-0.088,-33,-7,11,2.1,1020.6,184,7,94,2018/12/6 1:55
-14,-25,-0.119,-30,-7,9,1,1020.6,185.6,7,95,2018/12/6 2:55
-3,-21,-0.104,-34,-4,7,1,1021,187.2,7,94,2018/12/6 3:59
-12,-25,-0.128,-35,-4,13,2.2,1021.7,187.3,7,94,2018/12/6 4:55
-20,-29,0.003,-33,2,4,0.9,1022.6,187.3,7,91,2018/12/6 5:59
-7,-21,-0.027,-46,6,-29,0.4,1023.4,187.3,7,96,2018/12/6 6:57
-7,-16,-0.03,-49,4,-27,0.8,1023.8,187.3,7,93,2018/12/6 7:55
-25,-41,-0.066,-43,10,-4,1.1,1024.3,187.3,7,91,2018/12/6 8:55
-14,-33,-0.051,-54,14,-48,0.5,1025.1,187.3,7,94,2018/12/6 9:55
-29,-41,-0.032,-65,14,-51,0.1,1025.3,187.3,7,93,2018/12/6 10:55
-13,-42,0.093,-40,12,-56,0.8,1030.7,195.2,5,88,2018/12/6 23:55
-17,-82,0.23,-50,18,-57,1.7,1031.3,195.4,4,83,2018/12/7 0:55
-21,-57,0.302,-52,14,-58,1.4,1031.9,195.4,4,78,2018/12/7 1:55
-25,-61,0.007,-43,6,-51,1.1,1032.2,195.4,4,79,2018/12/7 2:55
-10,-45,-0.226,-36,-1,-36,1.7,1032.4,195.4,3,73,2018/12/7 3:55
-9,-2,-0.234,-28,1,-16,2.4,1032.2,195.4,3,66,2018/12/7 4:55
-26,-21,-0.117,-33,2,-21,0.4,1032.8,195.4,3,70,2018/12/7 5:55
-10,-21,-0.178,-37,10,-34,2.4,1033.6,195.4,2,69,2018/12/7 6:55
-20,-30,-0.084,-43,11,-52,1.4,1033.9,195.5,2,69,2018/12/7 7:55
-15,-2,-0.244,-44,9,-51,3.1,1034.8,195.5,2,69,2018/12/7 8:55
-2,6,-0.269,-40,12,-45,2,1035,195.5,3,64,2018/12/7 9:55
-12,-17,-0.297,-45,10,-50,0.7,1034.5,195.5,2,64,2018/12/7 10:55
-13,-14,-0.248,-36,10,-38,2.2,1033.8,195.5,2,62,2018/12/7 11:55
-21,-29,-0.345,-54,11,-46,1.2,1033.8,195.5,2,66,2018/12/7 16:55
-10,-13,-0.333,-45,15,-40,0.9,1034.3,195.5,2,61,2018/12/7 17:55
-19,-25,-0.301,-56,16,-50,0.5,1034.4,1,2,64,2018/12/7 18:55
-19,-29,-0.336,-51,15,-49,0.8,1034.8,195.5,2,64,2018/12/7 19:55
-16,-32,-0.36,-41,17,-48,0.6,1035.3,195.5,1,62,2018/12/7 20:55
-21,-19,-0.393,-53,13,-45,1.6,1035.2,195.5,1,60,2018/12/7 21:55
-21,-39,-0.407,-43,7,-39,0.4,1035.3,195.5,1,61,2018/12/7 22:55
-12,-26,-0.414,-38,3,-37,2,1035.1,195.5,1,61,2018/12/7 23:55
-23,-27,-0.422,-35,3,-36,0.6,1034.9,195.5,1,61,2018/12/8 0:55
-8,-23,-0.341,-33,3,-33,1.3,1035,195.5,0,64,2018/12/8 1:55
-14,-26,-0.447,-35,2,-35,0.5,1034.7,195.5,0,62,2018/12/8 2:55
-18,-18,-0.42,-32,0,-22,1.6,1034,195.5,0,59,2018/12/8 3:55
-13,-29,-0.382,-22,7,7,1.1,1034.1,195.5,0,48,2018/12/8 4:55
-10,-22,-0.205,-31,11,-35,0.7,1034.3,195.5,0,53,2018/12/8 5:55
-12,-27,-0.279,-37,14,-38,1.8,1034.7,195.5,0,55,2018/12/8 6:55
-11,-8,-0.282,-42,16,-39,1.4,1035.8,195.5,0,48,2018/12/8 7:55
-12,-24,-0.195,-43,15,-37,1.1,1036.6,195.5,0,41,2018/12/8 8:55
-14,-13,-0.345,-35,15,-36,1.2,1037,195.5,1,34,2018/12/8 9:55
0,-9,-0.348,-36,16,-36,1.8,1036.4,195.5,1,38,2018/12/8 10:55
-5,6,-0.352,-44,13,-34,3,1035.6,195.5,2,40,2018/12/8 11:55
-13,-22,-0.257,-33,17,-36,1.5,1034.6,195.5,2,40,2018/12/8 12:55
-21,-37,-0.35,-40,13,-33,0.8,1034.2,195.5,2,43,2018/12/8 13:55
-14,-31,-0.333,-45,19,-33,1,1033.8,195.5,2,42,2018/12/8 14:55
-3,-24,-0.355,-45,18,-35,0.7,1034.1,195.5,2,39,2018/12/8 15:55
-7,-13,-0.246,-47,22,-37,1.2,1034.8,195.5,2,35,2018/12/8 16:55
-21,-36,-0.195,-45,21,-38,0.8,1034.8,195.5,1,46,2018/12/8 17:55
-12,-33,-0.158,-49,23,-39,0.9,1034.9,195.5,1,46,2018/12/8 18:55
-7,-27,-0.118,-51,24,-39,1.8,1034.9,195.5,1,45,2018/12/8 19:55
-19,-42,-0.124,-45,23,-39,1.7,1035.5,195.5,1,45,2018/12/8 20:55
-15,-34,-0.118,-56,23,-40,0.3,1035.1,195.5,1,46,2018/12/8 21:55
-11,-41,-0.107,-47,19,-38,0.8,1035.2,195.5,1,47,2018/12/8 22:55
-15,-32,-0.083,-39,16,-35,0.9,1034.8,195.5,0,51,2018/12/8 23:55
-8,-40,-0.077,-40,15,-36,1,1034.9,195.5,0,52,2018/12/9 0:55
-12,-34,-0.11,-37,14,-33,1.2,1034.8,195.5,0,49,2018/12/9 1:55
-8,-39,-0.153,-35,8,-28,0.4,1034.2,195.5,0,48,2018/12/9 2:55
-7,-22,-0.276,-33,11,-26,1.3,1033.5,195.5,0,48,2018/12/9 3:55
-5,-27,-0.319,-27,13,-26,0.9,1033.7,195.5,0,45,2018/12/9 4:56
-16,-46,-0.312,-33,16,-28,0.3,1033.5,195.5,0,48,2018/12/9 5:55
-19,-61,-0.227,-41,16,-30,0.1,1033.4,195.5,0,53,2018/12/9 6:55
-12,-45,-0.038,-44,20,-32,0.3,1033.4,195.6,0,56,2018/12/9 7:55
-14,-52,-0.086,-54,18,-34,0.3,1034.2,195.6,1,57,2018/12/9 8:55
-21,-37,-0.179,-52,15,-35,0.7,1034.1,195.6,2,55,2018/12/9 9:55
-15,-37,-0.171,-48,20,-37,0.8,1032.9,195.6,3,55,2018/12/9 10:55
-16,-44,-0.172,-53,27,-39,0.2,1031.8,195.6,3,58,2018/12/9 11:55
-23,-40,-0.128,-56,25,-40,1.2,1031.2,195.6,2,63,2018/12/9 12:55
-16,-68,-0.186,-50,25,-40,0.3,1030.7,195.6,1,83,2018/12/9 13:55
-22,-65,-0.162,-62,33,-44,0.4,1030.4,195.6,1,86,2018/12/9 14:55
-28,-77,-0.152,-66,34,-52,0.2,1029.9,195.6,1,89,2018/12/9 15:55
-29,-85,-0.134,-72,34,-49,1,1029.6,195.6,1,93,2018/12/9 16:55
-34,-98,-0.131,-72,34,-50,0.4,1030.1,195.6,1,92,2018/12/9 17:55
-31,-91,-0.102,-71,32,-47,0.2,1029.6,195.6,1,95,2018/12/9 18:55
-29,-102,-0.134,-77,31,-50,0.5,1029.8,195.6,1,94,2018/12/9 19:55
-31,-99,-0.153,-76,37,-53,0.2,1029.7,195.7,1,95,2018/12/9 20:55
-38,-104,-0.202,-67,36,-54,0.5,1029.7,195.9,1,97,2018/12/9 21:55
-33,-97,-0.253,-66,30,-51,0.6,1029.6,196,2,97,2018/12/9 22:55
-35,-102,-0.295,-60,23,-41,0.3,1029.2,196,2,98,2018/12/9 23:55
-18,-89,-0.319,-64,13,-36,0.4,1028.8,196,2,98,2018/12/10 0:55
-32,-86,-0.317,-57,7,-33,0.1,1028.8,196.5,2,97,2018/12/10 1:58
-32,-82,-0.25,-43,7,-30,0.4,1028.6,196.7,2,98,2018/12/10 2:55
-26,-80,-0.359,-47,12,-33,0.4,1027.9,196.7,2,98,2018/12/10 3:55
-37,-92,-0.327,-50,10,-31,0.2,1028.3,196.7,2,98,2018/12/10 4:55
-28,-79,-0.288,-52,11,-30,0.7,1028,196.8,3,98,2018/12/10 5:55
-32,-79,-0.22,-59,21,-39,0.7,1028.2,197.2,3,98,2018/12/10 6:55
-27,-75,-0.223,-65,13,-38,0.7,1028,197.3,3,98,2018/12/10 7:55
-32,-75,-0.167,-53,18,-38,1.1,1028.8,197.3,4,97,2018/12/10 8:55
-29,-69,-0.144,-64,18,-37,0.4,1028.8,197.3,4,97,2018/12/10 9:55
-28,-78,-0.089,-66,19,-47,1.8,1028.1,197.3,5,96,2018/12/10 10:55
-18,-77,-0.141,-67,20,-42,0.6,1026.9,197.6,5,97,2018/12/10 11:55
-19,-73,-0.12,-72,23,-45,1.6,1024.7,197.9,6,97,2018/12/10 13:57
-31,-75,-0.163,-68,25,-43,0.4,1024.9,199.3,6,97,2018/12/10 14:58
-25,-66,-0.141,-74,22,-44,0.2,1024.7,199.7,6,98,2018/12/10 15:55
-26,-70,0.009,-74,39,-53,0.6,1025.3,201.8,6,99,2018/12/10 17:55
-17,-65,-0.082,-86,27,-56,0.5,1025.6,203.6,6,99,2018/12/10 18:55
-25,-67,-0.17,-66,18,-41,0.5,1026.1,205.1,6,99,2018/12/10 19:55
-27,-66,-0.197,-62,11,-37,0.1,1025.6,205.4,6,98,2018/12/10 20:55
-26,-68,-0.182,-51,13,-34,0.2,1026.1,205.7,6,98,2018/12/10 21:55
-27,-72,-0.167,-61,13,-35,0.1,1025.8,205.9,6,99,2018/12/10 22:55
-31,-83,-0.185,-57,6,-33,0.4,1025.8,205.9,6,98,2018/12/10 23:55
-17,-38,-0.215,-48,1,-28,2,1026,206.4,6,99,2018/12/11 0:55
-22,-39,-0.202,-43,1,-23,0.1,1026.4,207,6,99,2018/12/11 1:55
-16,-49,-0.24,-46,3,-24,1.1,1026.7,207,6,100,2018/12/11 2:55
-13,-34,-0.26,-41,-3,-5,0.6,1026.3,207,6,100,2018/12/11 3:57
-4,-16,-0.247,-36,0,19,0.3,1026.7,207,5,97,2018/12/11 4:56
-1,-12,-0.201,-44,6,9,0.2,1027,207,5,97,2018/12/11 5:57
1,-12,-0.094,-53,33,-35,0.6,1027.2,207,5,95,2018/12/11 6:55
-16,-47,-0.069,-85,25,-47,0.4,1027.8,207,5,97,2018/12/11 7:55
-35,-81,0.01,-64,20,-43,0.3,1028.9,207,5,96,2018/12/11 8:55
-23,-85,0.032,-62,21,-46,0.5,1029.3,207,5,97,2018/12/11 9:55
-35,-117,0.205,-59,22,-45,0.8,1029,207,4,95,2018/12/11 10:55
-32,-126,0.613,-71,18,-48,0.8,1028.5,207,5,93,2018/12/11 11:57
-18,-92,0.342,-56,17,-45,0.3,1028.6,207,4,93,2018/12/11 12:58
-23,-92,0.279,-55,17,-38,0.7,1028.9,207,3,97,2018/12/11 13:55
-36,-121,0.398,-61,24,-44,0.9,1029.1,207,3,97,2018/12/11 15:00
-38,-108,0.197,-70,27,-48,0.4,1029.5,207,3,95,2018/12/11 15:55
-31,-106,0.295,-68,35,-51,1.1,1030.2,207,3,92,2018/12/11 16:55
-35,-128,0.346,-72,28,-47,0.6,1030.8,207,3,90,2018/12/11 17:55
-35,-186,0.487,-60,29,-45,0.9,1031.5,207,3,86,2018/12/11 18:55
-17,-150,0.322,-59,27,-44,1.9,1031.8,207,3,84,2018/12/11 19:55
-39,-167,0.402,-61,27,-41,1,1032.2,207,3,86,2018/12/11 20:55
-29,-198,0.374,-53,24,-39,0.9,1032.6,207,2,82,2018/12/11 21:57
-27,-170,0.719,-48,25,-38,0.7,1033.3,207,2,78,2018/12/11 22:56
-30,-194,0.427,-53,23,-33,0.4,1032.9,207,2,78,2018/12/11 23:57
-31,-189,0.501,-47,21,-32,2.3,1033.2,207,2,74,2018/12/12 0:55
-19,-141,0.417,-34,15,-28,2.5,1033.3,207,1,70,2018/12/12 1:55
-40,-178,0.467,-39,21,-26,0.3,1033.3,207,1,76,2018/12/12 3:01
-45,-206,0.709,-41,27,-34,0.3,1033.2,207,0,75,2018/12/12 3:55
-46,-220,0.588,-44,30,-39,0.4,1032.7,207,0,80,2018/12/12 4:55
-60,-255,0.772,-57,39,-48,0.9,1033.2,207,0,82,2018/12/12 5:55
-68,-292,0.826,-64,41,-54,1.5,1033.6,207,0,86,2018/12/12 6:55
-39,-167,0.45,-60,32,-53,0.5,1034.3,207,0,80,2018/12/12 7:55
-23,-95,0.168,-57,23,-41,0.7,1034.9,207,2,63,2018/12/12 9:00
-11,-57,0.193,-59,24,-39,1.2,1035,207,3,50,2018/12/12 9:55
-22,-67,0.23,-45,24,-30,1.7,1034.3,207,4,49,2018/12/12 10:55
-14,-66,0.409,-52,26,-27,0.6,1033.1,207,6,45,2018/12/12 11:55
-13,-66,0.683,-51,32,-29,1.1,1032.4,207,6,44,2018/12/12 12:55
-20,-78,0.708,-62,37,-41,0.8,1031.7,207,7,43,2018/12/12 13:55
-23,-64,0.253,-48,24,29,1,1031.1,207,6,45,2018/12/12 14:55
-17,-55,0.217,-49,29,15,0.5,1031,207,6,47,2018/12/12 15:55
-20,-85,0.281,-56,48,-42,0.2,1031.3,207,4,55,2018/12/12 16:55
-21,-79,0.464,-79,67,-53,0.2,1031.3,207,3,65,2018/12/12 17:55
-25,-63,0.388,-31,58,-50,0.3,1031.4,207,2,68,2018/12/12 18:55
-26,-78,0.617,-80,75,-62,0.1,1031.4,207,2,68,2018/12/12 19:57
-27,-77,0.954,-20,76,-82,0.2,1031.2,207,1,74,2018/12/12 21:00
-28,-79,0.696,-44,65,-84,0.3,1031.4,207,1,84,2018/12/12 21:55
-38,-107,0.525,-39,65,-77,0.4,1031.1,207,1,82,2018/12/12 22:55
-24,-93,0.322,-58,61,-74,0.3,1030.7,207,1,80,2018/12/12 23:55
-22,-72,0.399,-34,57,-65,0.5,1030.8,207,0,77,2018/12/13 0:55
-28,-108,0.404,-44,50,-65,0.2,1030.9,207,0,82,2018/12/13 1:55
-33,-123,0.408,-86,48,-59,0.3,1030.7,207,0,88,2018/12/13 2:55
-33,-110,0.463,-77,43,-53,0.3,1030.8,207,0,85,2018/12/13 4:00
-44,-157,0.771,-75,42,-54,0.2,1030.7,207,-1,91,2018/12/13 5:00
-46,-123,0.715,-69,45,-51,0.2,1030.6,207,-1,90,2018/12/13 5:58
-37,-143,0.784,-81,50,-60,0.3,1031.5,207,-1,91,2018/12/13 6:57
-38,-132,0.616,-73,49,-72,0.5,1032.1,207,0,82,2018/12/13 7:58
-55,-193,0.744,-75,46,-50,0.7,1032.7,207,3,64,2018/12/13 8:56
8,-85,0.346,-77,41,-56,0.5,1031.3,207,7,41,2018/12/13 15:55
-13,-75,0.336,-78,52,-58,0.7,1031.6,207,5,44,2018/12/13 16:55
-3,-45,0.364,-40,63,-63,0.6,1032,207,3,50,2018/12/13 17:55
-17,-48,0.291,-19,56,-58,0.2,1032,207,2,53,2018/12/13 18:55
-16,-58,0.218,-88,62,-61,0.3,1032.6,207,2,57,2018/12/13 19:55
-19,-71,0.336,-64,70,-68,0.2,1032.7,207,1,64,2018/12/13 20:55
-33,-70,0.32,-31,62,-69,0.5,1033,207,1,70,2018/12/13 21:55
